,filename,bitwuzla,leanSAT,leanSAT-rw,leanSAT-bb,leanSAT-sat,leanSAT-lrat-t,leanSAT-lrat-c
6738,gfreehinversion_proof.lean,75.27922,131.353279,19.145929,0.0,105.48578,1.45617,4.07867
4612,gicmphlogical_proof.lean,93.53699,248.045259,29.31093,0.0,206.674139,0.0,4.07693
889,gselecthsafehimpliedcondhtransforms_proof.lean,96.53131,100.009349,32.89678,0.0,55.227349,0.0,4.07652
5684,gbithchecks_proof.lean,93.46278,97.945739,30.340429,0.0,55.48412,0.0,4.07411
5729,gbithchecks_proof.lean,91.72481,96.59152,27.70234,0.0,56.96462,0.0,4.07238
1882,gicmphshrhlthgt_proof.lean,109.349249,115.73774,41.5831,0.0,61.65849,0.0,4.07187
5916,gbithchecks_proof.lean,101.494609,106.39021,35.98725,0.0,58.21919,0.0,4.07134
5004,greusehconstanthfromhselecthinhicmp_proof.lean,84.91782,88.78303,21.67815,0.0,55.05165,0.0,4.07124
2902,gandhorhicmphminhmax_proof.lean,92.089039,96.88951,27.28507,0.0,57.55345,0.0,4.07101
2928,gandhorhicmphminhmax_proof.lean,85.62455,90.028479,21.23344,0.0,57.002209,0.0,4.07049
4497,gicmphlogical_proof.lean,87.27575,91.563559,25.26482,0.0,54.236739,0.0,4.07015
4554,gicmphlogical_proof.lean,92.269869,96.58489,28.83849,0.0,55.73376,0.0,4.06948
6020,gselecthobohpeohops_proof.lean,96.050309,101.40612,35.83832,0.0,55.79403,0.0,4.06931
967,gcanonicalizehselectshicmphconditionhbittest_proof.lean,92.671359,103.43306,36.5419,0.0,54.81849,0.0,4.06899
3784,gapinthshift_proof.lean,89.6738,94.301689,26.826259,0.0,55.08654,0.0,4.06748
4202,gtruncatinghsaturate_proof.lean,92.98699,97.624299,29.69684,0.0,55.73299,0.0,4.067099
2375,gselecthbinophcmp_proof.lean,81.781459,86.87233,20.33767,0.0,57.20239,0.0,4.06686
1716,gicmphshrhlthgt_proof.lean,95.50597,102.68272,30.25237,0.0,59.78369,0.0,4.06385
5710,gbithchecks_proof.lean,91.04523,144.912639,27.25831,0.0,105.769769,0.0,4.0624
3415,gdistribute_proof.lean,78.668399,80.05032,18.15211,0.0,55.61331,0.0,4.06204
6006,gselecthobohpeohops_proof.lean,121.185799,101.0038,35.72007,0.0,55.67228,0.0,4.061341
6373,gmaskedhmergehadd_proof.lean,80.93959,185.839859,23.18869,0.0,156.170239,0.0,4.05857
3360,gicmphandhlowbithmask_proof.lean,94.200499,249.711799,31.23938,0.0,205.776419,0.0,4.0583
6720,gmergehicmp_proof.lean,90.15723,243.322049,24.345159,0.0,206.41638,0.0,4.05826
4892,gselecthwithhbitwisehops_proof.lean,92.323889,98.28594,28.10639,0.0,60.27595,0.0,4.0562
2931,gandhorhicmphminhmax_proof.lean,86.30709,190.914489,21.15642,0.0,157.943879,0.0,4.05539
5670,gbithchecks_proof.lean,90.94761,95.59754,28.2784,0.0,55.37041,0.0,4.04997
3869,gicmphshr_proof.lean,88.84535,193.938149,24.00137,0.0,157.483859,0.0,4.04981
2313,gsexthand_proof.lean,78.317929,83.90175,16.96809,0.0,56.58528,0.0,4.04911
2906,gandhorhicmphminhmax_proof.lean,103.318249,106.60747,37.30617,0.0,57.14262,0.0,4.04868
5026,gtrunchbinophext_proof.lean,84.61674,86.33959,23.86046,0.0,56.26838,0.0,4.04826
4336,gbinophandhshifts_proof.lean,75.85958,82.303849,18.94669,0.0,56.567819,0.0,4.04752
2938,gandhorhicmphminhmax_proof.lean,107.305439,110.90268,41.32077,0.0,57.66366,0.0,4.04712
4585,gicmphlogical_proof.lean,93.190089,96.98381,28.65255,0.0,56.2381,0.0,4.04544
2842,gandhorhicmphminhmax_proof.lean,96.620519,100.27203,32.93372,0.0,55.36668,0.0,4.04506
4206,gtruncatinghsaturate_proof.lean,96.93845,100.467319,33.22288,0.0,55.436259,0.0,4.04453
860,gselecthsafehimpliedcondhtransforms_proof.lean,98.308179,101.5641,35.15392,0.0,54.57127,0.0,4.04434
3858,gicmphshr_proof.lean,82.23212,287.842808,22.652299,0.0,255.699678,0.0,4.04392
5810,gbithchecks_proof.lean,92.843629,97.11943,27.60431,0.0,57.64917,0.0,4.04331
4570,gicmphlogical_proof.lean,92.14188,146.781299,27.87566,0.0,106.99412,0.0,4.04297
2858,gandhorhicmphminhmax_proof.lean,95.45596,149.316589,31.70689,0.0,105.894349,0.0,4.04205
4551,gicmphlogical_proof.lean,85.6687,289.890468,22.051249,0.0,255.758489,0.0,4.04178
892,gselecthsafehimpliedcondhtransforms_proof.lean,96.19774,300.292288,32.797479,0.0,255.734669,0.0,4.0415
1174,gnot_proof.lean,92.73535,89.84776,20.544,0.0,61.84755,1.66869,4.04118
3009,gandhorhicmphminhmax_proof.lean,97.88563,204.685039,30.28864,0.0,162.72592,0.0,4.04094
3855,gicmphshr_proof.lean,81.105129,235.882749,20.87556,0.0,205.666419,0.0,4.03848
2856,gandhorhicmphminhmax_proof.lean,95.377439,149.227999,31.58151,0.0,105.953979,0.0,4.037621
4778,gselecthwithhbitwisehops_proof.lean,82.96186,238.734299,22.40205,0.0,206.708899,0.0,4.03752
2972,gandhorhicmphminhmax_proof.lean,91.24419,94.81421,25.72375,0.0,57.20753,0.0,4.03687
4477,gicmphlogical_proof.lean,121.83602,117.62278,45.5974,0.0,58.07996,0.0,4.03388
4720,gselecthwithhbitwisehops_proof.lean,81.77404,86.277579,21.8327,0.0,54.928209,0.0,4.03238
5832,gbithchecks_proof.lean,95.80213,301.066089,29.84991,0.0,258.8767,0.0,4.03188
1552,gselecthicmphand_proof.lean,93.365449,248.550809,33.44348,0.0,205.605299,0.0,4.0308
4596,gicmphlogical_proof.lean,93.16863,147.829139,28.84315,0.0,107.215569,0.0,4.028719
3678,gcanonicalizehclamphlikehpatternhbetweenhzerohandhpositivehthreshold_proof.lean,93.26057,96.46958,28.16874,0.0,56.13013,0.0,4.02817
867,gselecthsafehimpliedcondhtransforms_proof.lean,98.53411,104.926179,37.80961,0.0,55.228079,0.0,4.02657
3225,gapinthandhorhand_proof.lean,79.66414,87.49247,22.83869,0.0,56.99429,0.0,4.02655
859,gselecthsafehimpliedcondhtransforms_proof.lean,98.6689,102.482439,35.888639,0.0,54.75001,0.0,4.02539
468,gselecthicmphxor_proof.lean,98.86213,110.413539,39.97796,0.0,56.859579,0.0,4.0222
33,gzexthboolhaddhsub_proof.lean,72.9655,82.92928,19.61898,0.0,56.182489,0.0,4.02041
4459,gmax_known_bits_proof.lean,95.00882,92.92105,27.1493,0.0,55.44211,0.0,4.01897
5593,gsinkhnothintohanotherhhandhofhlogicalhor_proof.lean,91.15898,96.878159,29.094859,0.0,55.18555,0.0,4.01859
549,gselecthandhor_proof.lean,94.927159,149.74952,32.13773,0.0,105.69063,0.0,4.01591
137,gset_proof.lean,93.172969,82.93799,16.86408,0.0,55.6184,0.0,4.01495
3857,gicmphshr_proof.lean,81.78536,286.442469,21.05462,0.0,256.030209,0.0,4.01483
4534,gicmphlogical_proof.lean,93.4329,488.058178,29.095659,0.0,255.808749,0.0,4.01425
1703,gicmphshrhlthgt_proof.lean,93.37136,299.053149,28.64983,0.0,257.825589,0.0,4.0106
2927,gandhorhicmphminhmax_proof.lean,90.76813,94.029319,25.767229,0.0,56.462129,0.0,4.00943
4310,gbinophandhshifts_proof.lean,86.972279,110.40754,45.6654,0.0,57.83423,0.0,4.00889
4827,gselecthwithhbitwisehops_proof.lean,85.718608,91.326199,24.31533,0.0,56.870998,0.0,4.008761
3744,gmaskedhmergehxor_proof.lean,87.19632,82.121511,18.66517,0.0,56.777451,0.0,4.00852
4507,gicmphlogical_proof.lean,89.564529,94.10578,27.49441,0.0,54.68945,0.0,4.00579
4833,gselecthwithhbitwisehops_proof.lean,85.925859,91.673779,24.6572,0.0,56.902598,0.0,4.003871
866,gselecthsafehimpliedcondhtransforms_proof.lean,99.082279,103.14465,35.88978,0.0,55.20358,0.0,4.00274
2329,gselecthbinophcmp_proof.lean,89.67661,97.518729,29.626049,0.0,56.12477,0.0,4.00273
3156,gandhnarrow_proof.lean,94.491429,97.7577,34.68599,0.0,56.98085,0.0,4.00076
4830,gselecthwithhbitwisehops_proof.lean,87.294352,92.777808,25.639299,0.0,56.928419,0.0,4.0006
3142,gnarrowhmath_proof.lean,94.75274,98.879519,33.09725,0.0,59.91422,0.0,4.00012
3226,gapinthandhorhand_proof.lean,79.028279,79.60165,18.12706,0.0,55.38049,0.0,3.99863
2718,gtrunchshifthtrunc_proof.lean,81.023069,89.44504,23.61847,2.02985,58.78846,0.0,3.99854
1945,gicmphshrhlthgt_proof.lean,108.3719,114.832729,39.28522,0.0,63.033219,0.0,3.99843
3019,gandhorhicmphminhmax_proof.lean,103.77239,106.407969,36.46327,0.0,58.08632,0.0,3.99745
3015,gandhorhicmphminhmax_proof.lean,98.34552,100.84297,30.56642,0.0,58.67085,0.0,3.99735
1787,gicmphshrhlthgt_proof.lean,88.47979,244.132959,26.29415,0.0,208.229269,0.0,3.99715
5214,gzext_proof.lean,84.55506,140.195819,28.15215,1.17816,105.652309,0.0,3.99591
2957,gandhorhicmphminhmax_proof.lean,107.145799,111.69723,40.45874,0.0,59.1541,0.0,3.99302
1822,gicmphshrhlthgt_proof.lean,100.96812,108.519899,34.94841,0.0,61.42618,0.0,3.99073
4821,gselecthwithhbitwisehops_proof.lean,85.74621,91.170821,24.37776,0.0,56.726051,0.0,3.98917
6797,gminmaxhdemandbits_proof.lean,80.784949,85.61314,19.87907,0.0,55.82384,0.0,3.98908
2926,gandhorhicmphminhmax_proof.lean,107.543,110.463189,41.599409,0.0,56.93474,0.0,3.98839
842,gselecthsafehimpliedcondhtransforms_proof.lean,108.8344,117.383909,46.700109,0.0,57.12272,0.0,3.98273
2341,gselecthbinophcmp_proof.lean,83.10625,85.504509,20.806899,0.0,54.68035,0.0,3.98273
572,gselecthandhor_proof.lean,89.853549,94.98171,27.04068,0.0,56.08832,0.0,3.98128
4509,gicmphlogical_proof.lean,90.9706,95.201959,28.511729,0.0,54.75841,0.0,3.98109
4272,gintegerhroundhuphpow2halignment_proof.lean,87.50138,89.015939,24.411,0.0,55.552339,0.0,3.97914
849,gselecthsafehimpliedcondhtransforms_proof.lean,106.70972,105.87353,34.57373,0.0,56.70314,0.0,3.97773
2342,gselecthbinophcmp_proof.lean,79.64607,83.862289,19.24761,0.0,54.760719,0.0,3.97732
2975,gandhorhicmphminhmax_proof.lean,92.22216,96.839719,26.05028,0.0,59.019979,0.0,3.97669
5689,gbithchecks_proof.lean,91.854559,246.070429,28.09318,0.0,206.146269,0.0,3.97518
3665,gcanonicalizehclamphlikehpatternhbetweenhzerohandhpositivehthreshold_proof.lean,91.932859,96.24035,28.15973,0.0,56.09127,0.0,3.97512
4208,gtruncatinghsaturate_proof.lean,97.534719,151.44827,33.64763,0.0,106.001609,0.0,3.969041
6731,gfreehinversion_proof.lean,75.710839,81.9583,19.73586,0.0,55.13979,1.86696,3.96894
2990,gandhorhicmphminhmax_proof.lean,91.978579,95.34175,25.46067,0.0,57.99789,0.0,3.96812
4525,gicmphlogical_proof.lean,87.44026,92.09626,23.82797,0.0,55.29416,0.0,3.96791
1823,gicmphshrhlthgt_proof.lean,96.82722,100.797719,29.49778,0.0,59.089389,0.0,3.96732
2551,gandhxorhor_proof.lean,79.788689,85.23041,16.37461,0.0,62.56535,0.0,3.96728
3851,gicmphshr_proof.lean,82.04749,87.813259,21.56191,0.0,56.887269,0.0,3.96727
4526,gicmphlogical_proof.lean,92.2534,95.211009,28.41843,0.0,55.009679,0.0,3.96704
1715,gicmphshrhlthgt_proof.lean,94.1294,100.394489,29.39145,0.0,58.600729,0.0,3.96698
1767,gicmphshrhlthgt_proof.lean,95.86728,100.302139,30.54158,0.0,57.800509,0.0,3.96647
4545,gicmphlogical_proof.lean,92.53253,196.422089,28.94203,0.0,155.521009,0.0,3.96549
6458,gtrunc_proof.lean,75.24217,80.182799,18.98279,0.0,56.168299,0.0,3.96536
3636,gcanonicalizehclamphlikehpatternhbetweenhzerohandhpositivehthreshold_proof.lean,91.26684,195.463069,27.8419,0.0,155.59917,0.0,3.965239
2879,gandhorhicmphminhmax_proof.lean,97.38275,101.966349,32.71801,0.0,57.087499,0.0,3.96487
5280,gorhxor_proof.lean,70.87291,76.8788,14.06226,0.0,56.13788,0.0,3.96475
372,gselecthsafehtransforms_proof.lean,100.140109,104.08833,35.92676,0.0,56.41554,0.0,3.95916
5912,gbithchecks_proof.lean,99.39384,103.192719,33.024089,0.0,58.42946,0.0,3.95491
5241,gxorhashr_proof.lean,115.9073,105.572509,37.70046,0.0,56.689179,0.0,3.9534
4836,gselecthwithhbitwisehops_proof.lean,87.25411,92.957562,25.89642,0.0,56.997182,0.0,3.9524
2868,gandhorhicmphminhmax_proof.lean,88.879389,193.41101,25.01114,0.0,156.85312,0.0,3.94925
5282,gorhxor_proof.lean,70.833589,126.26217,14.11257,0.0,105.52974,0.0,3.94756
1754,gicmphshrhlthgt_proof.lean,95.642249,101.35438,30.00601,0.0,59.15274,0.0,3.94723
3651,gcanonicalizehclamphlikehpatternhbetweenhzerohandhpositivehthreshold_proof.lean,92.68495,97.010239,28.49873,0.0,56.23975,0.0,3.94419
2843,gandhorhicmphminhmax_proof.lean,90.005099,93.268,26.43639,0.0,55.24546,0.0,3.94315
6215,gselecthbitexthbitwisehops_proof.lean,88.22196,102.873969,33.70781,0.0,58.456109,0.0,3.94263
2995,gandhorhicmphminhmax_proof.lean,104.054989,106.76658,36.63978,0.0,58.21808,0.0,3.9418
4296,gicmphulehofhshlh1hbyhbitshandhvalhtohicmphnehofhlshrhvalhbyhbitshandh0_proof.lean,81.55323,90.98865,26.54536,0.0,57.34059,0.0,3.93992
3306,g2004h11h27hSetCCForCastLargerAndConstant_proof.lean,75.28912,85.55355,17.40785,0.0,56.5005,0.0,3.93923
4530,gicmphlogical_proof.lean,91.756579,195.802379,28.60209,0.0,155.390039,0.0,3.9389
4583,gicmphlogical_proof.lean,92.54923,96.549319,28.45612,0.0,56.351659,0.0,3.93725
5856,gbithchecks_proof.lean,95.041219,99.71453,29.82311,0.0,57.75458,0.0,3.93669
4543,gicmphlogical_proof.lean,91.74926,245.817019,28.44603,0.0,205.61476,0.0,3.93638
2862,gandhorhicmphminhmax_proof.lean,95.954789,99.79619,32.31512,0.0,55.80387,0.0,3.93618
6739,gfreehinversion_proof.lean,74.6654,80.18596,18.25501,0.0,55.07824,1.76494,3.93492
2737,gmaskedhmergehor_proof.lean,91.60359,95.38324,32.61641,0.0,56.59068,0.0,3.93444
4762,gselecthwithhbitwisehops_proof.lean,82.322429,187.31735,21.80769,0.0,156.1027,0.0,3.931781
2320,gsexthand_proof.lean,89.170259,96.79589,27.57114,0.0,56.81427,0.0,3.92924
2508,gandhxorhor_proof.lean,77.45657,83.097149,14.78474,0.0,61.87193,0.0,3.92889
3852,gicmphshr_proof.lean,82.369629,86.55161,22.05064,0.0,55.28796,0.0,3.92856
6202,gapinthor_proof.lean,75.767859,95.387941,20.28366,0.0,63.99767,0.0,3.925181
2211,gicmphrange_proof.lean,82.68327,287.388219,20.35448,0.0,255.349949,0.0,3.92399
2859,gandhorhicmphminhmax_proof.lean,89.886769,244.696739,26.24549,0.0,206.972169,0.0,3.92331
1654,gicmphshrhlthgt_proof.lean,93.33207,98.41919,29.46777,0.0,56.44403,0.0,3.92225
3785,gapinthshift_proof.lean,88.62344,93.586099,26.09325,0.0,55.144199,0.0,3.92098
2006,gicmphxorhsignbit_proof.lean,91.663791,101.05731,32.07655,0.0,55.69685,0.0,3.92016
3289,g2004h11h27hSetCCForCastLargerAndConstant_proof.lean,91.37837,88.530469,22.667889,0.0,55.59002,0.0,3.91529
5327,gicmphofhandhx_proof.lean,88.49407,93.82014,25.78468,0.0,55.38293,0.0,3.91412
1653,gicmphshrhlthgt_proof.lean,95.377339,99.2705,30.7785,0.0,56.08863,0.0,3.91259
5724,gbithchecks_proof.lean,93.243369,96.8563,29.32297,0.0,56.03941,0.0,3.91235
4593,gicmphlogical_proof.lean,86.782319,90.35473,22.80043,0.0,56.02347,0.0,3.90965
2845,gandhorhicmphminhmax_proof.lean,89.544019,193.880329,26.37105,0.0,155.911079,0.0,3.90723
404,gtrunchinseltpoison_proof.lean,85.751249,90.91337,28.93864,0.0,55.49926,0.0,3.9052
5281,gorhxor_proof.lean,71.16094,76.50047,14.11866,0.0,55.76558,0.0,3.90463
4335,gbinophandhshifts_proof.lean,75.552179,231.280919,18.85384,0.0,206.140489,0.0,3.90396
4716,gselecthwithhbitwisehops_proof.lean,83.589799,87.68117,23.19536,0.0,54.93791,0.0,3.90376
2535,gandhxorhor_proof.lean,79.42793,84.667069,16.00084,0.0,61.967049,0.0,3.90137
2372,gselecthbinophcmp_proof.lean,81.855489,86.48081,19.72016,0.0,57.14178,0.0,3.89905
2208,gicmphrange_proof.lean,83.484059,86.41206,20.17413,0.0,54.74119,0.0,3.89813
6107,gselecthobohpeohops_proof.lean,111.442569,118.1672,50.53518,0.0,57.63728,0.0,3.89705
5292,gorhxor_proof.lean,80.05192,83.924639,21.72266,0.0,56.570509,0.0,3.89542
3312,g2004h11h27hSetCCForCastLargerAndConstant_proof.lean,80.42844,85.74503,18.57903,0.0,54.53249,0.0,3.89523
2934,gandhorhicmphminhmax_proof.lean,96.8622,101.212949,30.76722,0.0,58.601339,0.0,3.89496
2973,gandhorhicmphminhmax_proof.lean,106.96804,111.890949,40.2443,0.0,59.871969,0.0,3.89479
6125,gselecthobohpeohops_proof.lean,84.34593,89.570249,22.490889,0.0,57.27304,0.0,3.88546
2379,gselecthbinophcmp_proof.lean,82.13165,86.396109,20.271079,0.0,56.782689,0.0,3.88398
649,gapinthxor1_proof.lean,69.669919,89.11734,13.413181,0.0,67.062,1.44372,3.88396
3062,gsubhofhnegatiblehinseltpoison_proof.lean,99.90331,85.49653,23.38234,0.0,55.62583,1.41565,3.88336
2545,gandhxorhor_proof.lean,79.963489,83.47057,16.84159,0.0,60.25291,0.0,3.88313
1753,gicmphshrhlthgt_proof.lean,95.518679,99.48415,29.51863,0.0,57.83525,0.0,3.87937
1312,gapinthadd_proof.lean,73.866039,74.94288,13.26034,0.0,55.17189,0.0,3.87936
1821,gicmphshrhlthgt_proof.lean,95.70082,100.8858,29.48452,0.0,59.30798,0.0,3.87621
3940,gsubhxorhcmp_proof.lean,78.52777,130.657159,17.49302,0.0,106.079159,0.0,3.87442
6281,gxor2_proof.lean,69.29725,74.37449,12.72161,0.0,55.19688,0.0,3.8725
868,gselecthsafehimpliedcondhtransforms_proof.lean,98.02552,101.7334,35.08588,0.0,54.98987,0.0,3.87222
2903,gandhorhicmphminhmax_proof.lean,96.575979,100.21861,31.52299,0.0,57.08806,0.0,3.87202
4725,gselecthwithhbitwisehops_proof.lean,84.73587,87.68259,23.92628,0.0,54.71446,0.0,3.87163
4859,gselecthwithhbitwisehops_proof.lean,97.28879,101.373899,30.90038,0.0,58.562169,0.0,3.87133
4949,gicmphorhofhselecthwithhzero_proof.lean,116.852839,123.05632,54.70515,0.0,55.95999,0.0,3.87064
5868,gbithchecks_proof.lean,96.68828,100.771959,30.360099,0.0,58.23473,0.0,3.87048
2866,gandhorhicmphminhmax_proof.lean,88.62315,93.065809,25.160199,0.0,56.442209,0.0,3.86905
2824,gandhorhicmphminhmax_proof.lean,93.00954,97.03641,30.55713,0.0,54.81589,0.0,3.86792
1714,gicmphshrhlthgt_proof.lean,94.548979,99.11572,29.10425,0.0,57.73977,0.0,3.86782
4443,glshrhtrunchsexthtohashrhsext_proof.lean,76.55045,87.10464,24.43397,0.0,57.03492,0.0,3.86745
3408,ginverthvariablehmaskhinhmaskedhmergehscalar_proof.lean,74.25743,83.75736,15.21593,0.0,58.93575,3.33206,3.86646
3493,gicmphwithhselects_proof.lean,81.62507,93.705399,25.50951,0.0,57.538969,0.0,3.86451
1820,gicmphshrhlthgt_proof.lean,95.526069,100.04728,29.16173,0.0,58.83695,0.0,3.8642
1896,gicmphshrhlthgt_proof.lean,103.76227,108.978469,35.526899,0.0,61.22121,0.0,3.86264
1253,gcanonicalizehashrhshlhtohmasking_proof.lean,114.968819,119.05726,58.02588,0.0,55.35418,0.0,3.86219
2885,gandhorhicmphminhmax_proof.lean,91.04689,96.00693,26.3724,0.0,58.14565,0.0,3.86167
2991,gandhorhicmphminhmax_proof.lean,97.177639,103.03431,30.38581,0.0,61.13357,0.0,3.86038
4800,gselecthwithhbitwisehops_proof.lean,91.21898,97.619189,30.85477,0.0,57.035089,0.0,3.86038
2892,gandhorhicmphminhmax_proof.lean,87.043359,91.71138,22.69127,0.0,57.30515,0.0,3.85927
2355,gselecthbinophcmp_proof.lean,81.47258,86.249229,19.78402,0.0,56.810279,0.0,3.85903
6342,gcanonicalizehlowhbithmaskhv2handhicmphnehtohicmphugt_proof.lean,88.431689,93.31171,30.83467,0.0,55.61344,0.0,3.85787
3574,gmulhpow2_proof.lean,82.6257,85.838909,24.6479,0.0,55.150149,0.0,3.85445
865,gselecthsafehimpliedcondhtransforms_proof.lean,98.15595,101.718459,35.1668,0.0,54.894789,0.0,3.85441
2860,gandhorhicmphminhmax_proof.lean,264.658859,249.539059,31.670189,0.0,206.28094,0.0,3.85339
6159,gselecthobohpeohops_proof.lean,93.38954,97.006739,29.1246,0.0,58.829879,0.0,3.85089
3394,gicmphandhlowbithmask_proof.lean,87.8876,93.304529,24.377639,0.0,56.37497,0.0,3.84994
3268,gbinophofhdisplacedhshifts_proof.lean,86.267449,92.65833,31.80842,0.0,55.02329,0.0,3.84145
26,gzexthboolhaddhsub_proof.lean,75.700649,81.73001,18.87934,0.0,56.9078,0.0,3.84049
1227,gcanonicalizehashrhshlhtohmasking_proof.lean,89.633819,193.988359,32.63445,0.0,155.503389,0.0,3.83981
1216,gcanonicalizehashrhshlhtohmasking_proof.lean,122.74974,120.107849,57.225489,0.0,55.7937,0.0,3.83976
2890,gandhorhicmphminhmax_proof.lean,86.77903,191.461199,22.29659,0.0,157.63815,0.0,3.83486
2909,gandhorhicmphminhmax_proof.lean,89.79989,93.79853,25.01405,0.0,57.45173,0.0,3.83454
4150,gpullhbinophthroughhshift_proof.lean,68.746869,74.48743,12.96191,1.42478,55.02561,0.0,3.83434
1946,gicmphshrhlthgt_proof.lean,105.88842,112.777809,37.25704,0.0,63.356129,0.0,3.83428
4291,gshlhdemand_proof.lean,76.374829,83.54268,18.04123,2.00979,58.67763,0.0,3.83355
112,gicmphulthofhnothofhshlhalloneshbyhbitshandhvalhtohicmphnehofhlshrhvalhbyhbitshandh0_proof.lean,98.58705,100.15433,35.10596,0.0,57.99963,1.25824,3.83224
880,gselecthsafehimpliedcondhtransforms_proof.lean,96.40997,149.742199,33.02767,0.0,105.133099,0.0,3.82971
1930,gicmphshrhlthgt_proof.lean,105.37202,109.8861,37.36101,0.0,60.33895,0.0,3.8276
4968,gsubhofhnegatible_proof.lean,77.822319,88.80398,26.52739,0.0,55.58909,1.44383,3.82757
6185,gselecthobohpeohops_proof.lean,96.88709,103.018149,34.453159,0.0,58.7533,0.0,3.82682
3648,gcanonicalizehclamphlikehpatternhbetweenhzerohandhpositivehthreshold_proof.lean,91.89873,96.0838,28.12334,0.0,56.00491,0.0,3.82492
3879,gicmphshr_proof.lean,84.74732,189.594179,19.73776,0.0,157.520119,0.0,3.82188
3670,gcanonicalizehclamphlikehpatternhbetweenhzerohandhpositivehthreshold_proof.lean,92.098619,97.2493,27.97111,0.0,57.50222,0.0,3.82098
5433,gcast_proof.lean,95.2823,107.463079,38.93494,0.0,55.991069,0.0,3.81968
4839,gselecthwithhbitwisehops_proof.lean,95.928368,100.063712,30.85295,0.0,57.320752,0.0,3.81955
4204,gtruncatinghsaturate_proof.lean,94.14099,147.408409,29.96587,0.0,105.657099,0.0,3.81817
4965,gsubhofhnegatible_proof.lean,85.26055,85.98289,21.85443,0.0,58.04263,0.0,3.81442
2828,gandhorhicmphminhmax_proof.lean,92.871769,97.27897,30.8145,0.0,54.83784,0.0,3.81424
5403,gashrhlshr_proof.lean,90.220959,96.48061,25.83868,0.0,61.50892,0.0,3.814
2894,gandhorhicmphminhmax_proof.lean,98.30883,102.128159,32.3343,0.0,58.005379,0.0,3.81366
2932,gandhorhicmphminhmax_proof.lean,86.235879,242.097179,21.24264,0.0,209.366629,0.0,3.81355
6288,gxor2_proof.lean,71.840409,75.8545,14.91645,0.0,54.94079,0.0,3.81304
843,gselecthsafehimpliedcondhtransforms_proof.lean,100.76376,107.120319,35.6002,0.0,57.309469,0.0,3.81155
2846,gandhorhicmphminhmax_proof.lean,95.523419,148.594949,31.41901,0.0,105.650879,0.0,3.81068
4528,gicmphlogical_proof.lean,91.93228,195.585509,28.69357,0.0,155.232099,0.0,3.81067
2850,gandhorhicmphminhmax_proof.lean,89.26193,106.401559,36.978919,0.0,55.65813,0.0,3.80964
5006,greusehconstanthfromhselecthinhicmp_proof.lean,85.27707,88.957059,21.89127,0.0,55.18483,0.0,3.808809
2556,gandhxorhor_proof.lean,79.552639,85.49868,16.08832,0.0,62.84594,0.0,3.80813
2942,gandhorhicmphminhmax_proof.lean,106.963309,110.59272,41.60871,0.0,57.30188,0.0,3.8073
2206,gicmphrange_proof.lean,82.368679,86.80091,19.87237,0.0,54.64154,0.0,3.80566
1702,gicmphshrhlthgt_proof.lean,93.49013,97.990669,28.47576,0.0,57.331789,0.0,3.80545
588,gselecthandhor_proof.lean,97.69398,102.306919,33.60272,0.0,56.170439,0.0,3.80167
2042,glshr_proof.lean,84.24432,103.0231,38.00176,0.0,59.53607,0.0,3.80084
3349,gicmphandhlowbithmask_proof.lean,85.18979,89.0199,21.95811,0.0,55.34207,0.0,3.80082
4779,gselecthwithhbitwisehops_proof.lean,81.50246,136.010659,20.912629,0.0,105.82566,0.0,3.79819
5268,gorhxor_proof.lean,69.7402,74.621199,13.25309,0.0,55.165879,0.0,3.79768
4974,gsubhofhnegatible_proof.lean,77.50531,93.42121,32.24298,0.0,55.09546,1.09613,3.79614
3896,gicmphshr_proof.lean,84.27747,240.173889,20.0452,0.0,207.944729,0.0,3.79481
3706,gxorhicmps_proof.lean,104.11271,92.45358,21.04199,0.0,57.779,0.0,3.79266
4863,gselecthwithhbitwisehops_proof.lean,98.206299,103.03509,32.29939,0.0,58.98075,0.0,3.79204
6184,gselecthobohpeohops_proof.lean,83.3444,88.186059,19.88325,0.0,58.789589,0.0,3.791
1781,gicmphshrhlthgt_proof.lean,98.86523,103.62115,33.41679,0.0,58.37054,0.0,3.78969
6330,gAddOverFlow_proof.lean,95.60897,100.363179,35.56079,0.0,58.295229,0.0,3.789161
3072,gsubhofhnegatiblehinseltpoison_proof.lean,77.35443,82.671899,21.337279,0.0,55.23339,1.07475,3.78848
5769,gbithchecks_proof.lean,92.22929,96.127269,27.77317,0.0,56.760099,0.0,3.78418
2613,gandhxorhor_proof.lean,101.98104,107.426959,37.28044,0.0,64.93343,0.0,3.782049
2964,gandhorhicmphminhmax_proof.lean,88.15681,93.6048,21.5529,0.0,60.43026,0.0,3.782
934,gicmphandhshift_proof.lean,80.18755,85.91314,24.94206,0.0,54.85639,0.0,3.78164
6296,gxor2_proof.lean,73.56895,227.072129,15.2215,0.0,205.639329,0.0,3.7808
863,gselecthsafehimpliedcondhtransforms_proof.lean,98.645319,101.74374,35.33613,0.0,54.72352,0.0,3.77893
3867,gicmphshr_proof.lean,84.57774,239.319199,19.88973,0.0,207.25765,0.0,3.77678
4205,gtruncatinghsaturate_proof.lean,93.13811,145.956799,28.7753,0.0,105.651979,0.0,3.77658
6333,gAddOverFlow_proof.lean,88.40259,93.344889,31.80628,0.0,55.733789,0.0,3.77158
